xml.source;xml.value;xml.lib;json.source;json.value;commentaire
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;84;Chaudiere fioul à condensation apres 2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;85;Chaudiere gaz classique avant 1981;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;86;Chaudiere gaz classique 1981-1985;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;87;Chaudiere gaz classique 1986-1990;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;88;Chaudiere gaz standard 1991-2000;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;89;Chaudiere gaz standard 2001-2015;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;90;Chaudiere gaz standard apres 2015;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;91;Chaudiere gaz basse temperature 1991-2000;/chauffage/generateur/signaletique/mode_combustion;basse_temperature;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;92;Chaudiere gaz basse temperature 2001-2015;/chauffage/generateur/signaletique/mode_combustion;basse_temperature;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;93;Chaudiere gaz basse temperature apres 2015;/chauffage/generateur/signaletique/mode_combustion;basse_temperature;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;94;Chaudiere gaz à condensation 1981-1985;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;95;Chaudiere gaz à condensation 1986-2000;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;96;Chaudiere gaz à condensation 2001-2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;97;Chaudiere gaz à condensation apres 2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;120;Chaudiere charbon avant 1978;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;121;Chaudiere charbon 1978-1994;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;122;Chaudiere charbon 1995-2003;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;123;Chaudiere charbon 2004-2012;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;124;Chaudiere charbon 2013-2017;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;125;Chaudiere charbon 2018-2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;126;Chaudiere charbon apres 2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;127;Chaudiere gpl/propane/butane classique avant 1981;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;128;Chaudiere gpl/propane/butane classique 1981-1985;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;129;Chaudiere gpl/propane/butane classique 1986-1990;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;130;Chaudiere gpl/propane/butane standard 1991-2000;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;131;Chaudiere gpl/propane/butane standard 2001-2015;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;132;Chaudiere gpl/propane/butane standard apres 2015;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;133;Chaudiere gpl/propane/butane basse temperature 1991-2000;/chauffage/generateur/signaletique/mode_combustion;basse_temperature;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;134;Chaudiere gpl/propane/butane basse temperature 2001-2015;/chauffage/generateur/signaletique/mode_combustion;basse_temperature;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;135;Chaudiere gpl/propane/butane basse temperature apres 2015;/chauffage/generateur/signaletique/mode_combustion;basse_temperature;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;136;Chaudiere gpl/propane/butane à condensation 1981-1985;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;137;Chaudiere gpl/propane/butane à condensation 1986-2000;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;138;Chaudiere gpl/propane/butane à condensation 2001-2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;139;Chaudiere gpl/propane/butane à condensation apres 2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;148;pompe à chaleur hybride : partie chaudiere Chaudiere gaz à condensation 2001-2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;149;pompe à chaleur hybride : partie chaudiere Chaudiere gaz à condensation apres 2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;150;pompe à chaleur hybride : partie chaudiere Chaudiere fioul à condensation 1996-2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;151;pompe à chaleur hybride : partie chaudiere Chaudiere fioul à condensation apres 2015;/chauffage/generateur/signaletique/mode_combustion;condensation;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;152;pompe à chaleur hybride : partie chaudiere Chaudiere bois granules 2013-2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;153;pompe à chaleur hybride : partie chaudiere Chaudiere bois granules apres 2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;154;pompe à chaleur hybride : partie chaudiere Chaudiere bois buche 2013-2017;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;155;pompe à chaleur hybride : partie chaudiere Chaudiere bois buche 2018-2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;156;pompe à chaleur hybride : partie chaudiere Chaudiere bois buche apres 2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;157;pompe à chaleur hybride : partie chaudiere Chaudiere bois plaquette 2013-2017;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;158;pompe à chaleur hybride : partie chaudiere Chaudiere bois plaquette 2018-2019;/chauffage/generateur/signaletique/mode_combustion;standard;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;159;pompe à chaleur hybride : partie chaudiere Chaudiere bois plaquette apres 2019;/chauffage/generateur/signaletique/mode_combustion;standard;
